"Date","Price","Open","High","Low","Vol.","Change %"
"06/13/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.66%"
"06/10/2022","452,500.00","452,500.00","455,000.00","450,000.00","","0.00%"
"06/09/2022","452,500.00","452,500.00","455,000.00","450,000.00","","0.00%"
"06/08/2022","452,500.00","452,500.00","455,000.00","450,000.00","","0.00%"
"06/07/2022","452,500.00","452,500.00","455,000.00","450,000.00","","1.12%"
"06/06/2022","447,500.00","447,500.00","450,000.00","445,000.00","","1.82%"
"06/02/2022","439,500.00","439,500.00","442,000.00","437,000.00","","0.00%"
"06/01/2022","439,500.00","439,500.00","442,000.00","437,000.00","","0.00%"
"05/31/2022","439,500.00","439,500.00","442,000.00","437,000.00","","0.00%"
"05/30/2022","439,500.00","439,500.00","442,000.00","437,000.00","","0.23%"
"05/27/2022","438,500.00","438,500.00","441,000.00","436,000.00","","1.15%"
"05/26/2022","433,500.00","433,500.00","436,000.00","431,000.00","","0.93%"
"05/25/2022","429,500.00","429,500.00","432,000.00","427,000.00","","0.23%"
"05/24/2022","428,500.00","428,500.00","431,000.00","426,000.00","","0.00%"
"05/23/2022","428,500.00","428,500.00","431,000.00","426,000.00","","0.00%"
"05/20/2022","428,500.00","428,500.00","431,000.00","426,000.00","","0.00%"
"05/19/2022","428,500.00","428,500.00","431,000.00","426,000.00","","0.00%"
"05/18/2022","428,500.00","428,500.00","431,000.00","426,000.00","","0.00%"
"05/17/2022","428,500.00","428,500.00","431,000.00","426,000.00","","0.23%"
"05/16/2022","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"05/13/2022","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"05/12/2022","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"05/11/2022","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"05/10/2022","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"05/09/2022","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"05/06/2022","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"05/05/2022","427,500.00","427,500.00","430,000.00","425,000.00","","-1.16%"
"04/29/2022","432,500.00","432,500.00","435,000.00","430,000.00","","0.00%"
"04/28/2022","432,500.00","432,500.00","435,000.00","430,000.00","","-0.69%"
"04/27/2022","435,500.00","435,500.00","438,000.00","433,000.00","","-0.91%"
"04/26/2022","439,500.00","439,500.00","442,000.00","437,000.00","","-0.68%"
"04/25/2022","442,500.00","442,500.00","445,000.00","440,000.00","","-1.12%"
"04/22/2022","447,500.00","447,500.00","450,000.00","445,000.00","","-0.22%"
"04/21/2022","448,500.00","448,500.00","451,000.00","446,000.00","","0.00%"
"04/20/2022","448,500.00","448,500.00","451,000.00","446,000.00","","-0.44%"
"04/19/2022","450,500.00","450,500.00","453,000.00","448,000.00","","0.00%"
"04/18/2022","450,500.00","450,500.00","453,000.00","448,000.00","","0.00%"
"04/15/2022","450,500.00","450,500.00","453,000.00","448,000.00","","-0.44%"
"04/14/2022","452,500.00","452,500.00","455,000.00","450,000.00","","0.00%"
"04/13/2022","452,500.00","452,500.00","455,000.00","450,000.00","","0.00%"
"04/12/2022","452,500.00","452,500.00","455,000.00","450,000.00","","-1.09%"
"04/11/2022","457,500.00","457,500.00","460,000.00","455,000.00","","-2.97%"
"04/08/2022","471,500.00","471,500.00","474,000.00","469,000.00","","0.00%"
"04/07/2022","471,500.00","471,500.00","474,000.00","469,000.00","","0.00%"
"04/06/2022","471,500.00","471,500.00","474,000.00","469,000.00","","0.00%"
"04/01/2022","471,500.00","471,500.00","474,000.00","469,000.00","","0.00%"
"03/31/2022","471,500.00","471,500.00","474,000.00","469,000.00","","0.00%"
"03/30/2022","471,500.00","0.00","474,000.00","469,000.00","","0.00%"
"03/29/2022","471,500.00","471,500.00","474,000.00","469,000.00","","-0.21%"
"03/28/2022","472,500.00","0.00","475,000.00","470,000.00","","0.00%"
"03/25/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.00%"
"03/24/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.00%"
"03/23/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.00%"
"03/22/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.00%"
"03/21/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.00%"
"03/18/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.00%"
"03/17/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.00%"
"03/16/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.00%"
"03/15/2022","472,500.00","472,500.00","475,000.00","470,000.00","","1.07%"
"03/14/2022","467,500.00","467,500.00","470,000.00","465,000.00","","0.00%"
"03/11/2022","467,500.00","467,500.00","470,000.00","465,000.00","","0.00%"
"03/10/2022","467,500.00","467,500.00","470,000.00","465,000.00","","0.00%"
"03/09/2022","467,500.00","467,500.00","470,000.00","465,000.00","","0.00%"
"03/08/2022","467,500.00","467,500.00","470,000.00","465,000.00","","0.00%"
"03/07/2022","467,500.00","467,500.00","470,000.00","465,000.00","","0.00%"
"03/04/2022","467,500.00","467,500.00","470,000.00","465,000.00","","0.00%"
"03/03/2022","467,500.00","467,500.00","470,000.00","465,000.00","","1.08%"
"03/02/2022","462,500.00","462,500.00","465,000.00","460,000.00","","2.21%"
"03/01/2022","452,500.00","452,500.00","455,000.00","450,000.00","","0.00%"
"02/28/2022","452,500.00","452,500.00","455,000.00","450,000.00","","0.44%"
"02/25/2022","450,500.00","450,500.00","453,000.00","448,000.00","","0.67%"
"02/24/2022","447,500.00","447,500.00","450,000.00","445,000.00","","0.67%"
"02/23/2022","444,500.00","444,500.00","447,000.00","442,000.00","","2.77%"
"02/22/2022","432,500.00","432,500.00","435,000.00","430,000.00","","0.00%"
"02/21/2022","432,500.00","432,500.00","435,000.00","430,000.00","","2.37%"
"02/18/2022","422,500.00","422,500.00","425,000.00","420,000.00","","1.20%"
"02/17/2022","417,500.00","417,500.00","420,000.00","415,000.00","","2.20%"
"02/16/2022","408,500.00","408,500.00","411,000.00","406,000.00","","2.77%"
"02/15/2022","397,500.00","397,500.00","400,000.00","395,000.00","","1.27%"
"02/14/2022","392,500.00","392,500.00","395,000.00","390,000.00","","1.29%"
"02/11/2022","387,500.00","387,500.00","390,000.00","385,000.00","","2.65%"
"02/10/2022","377,500.00","377,500.00","380,000.00","375,000.00","","0.00%"
"02/09/2022","377,500.00","377,500.00","380,000.00","375,000.00","","2.72%"
"02/08/2022","367,500.00","367,500.00","370,000.00","365,000.00","","0.00%"
"02/07/2022","367,500.00","367,500.00","370,000.00","365,000.00","","1.38%"
"01/28/2022","362,500.00","362,500.00","365,000.00","360,000.00","","2.84%"
"01/27/2022","352,500.00","352,500.00","355,000.00","350,000.00","","0.00%"
"01/26/2022","352,500.00","352,500.00","355,000.00","350,000.00","","0.00%"
"01/25/2022","352,500.00","352,500.00","355,000.00","350,000.00","","0.00%"
"01/24/2022","352,500.00","352,500.00","353,000.00","348,000.00","","2.92%"
"01/21/2022","342,500.00","342,500.00","345,000.00","340,000.00","","2.70%"
"01/20/2022","333,500.00","333,500.00","336,000.00","331,000.00","","2.46%"
"01/19/2022","325,500.00","325,500.00","328,000.00","323,000.00","","2.52%"
"01/18/2022","317,500.00","317,500.00","320,000.00","315,000.00","","1.60%"
"01/17/2022","312,500.00","312,500.00","315,000.00","310,000.00","","0.00%"
"01/14/2022","312,500.00","312,500.00","315,000.00","310,000.00","","0.00%"
"01/13/2022","312,500.00","312,500.00","315,000.00","310,000.00","","1.96%"
"01/12/2022","306,500.00","306,500.00","309,000.00","304,000.00","","2.68%"
"01/11/2022","298,500.00","298,500.00","301,000.00","296,000.00","","2.75%"
"01/10/2022","290,500.00","290,500.00","293,000.00","288,000.00","","2.83%"
"01/07/2022","282,500.00","282,500.00","285,000.00","280,000.00","","2.54%"
"01/06/2022","275,500.00","275,500.00","278,000.00","273,000.00","","2.99%"
"01/05/2022","267,500.00","267,500.00","270,000.00","265,000.00","","1.13%"
"01/04/2022","264,500.00","264,500.00","267,000.00","262,000.00","","0.00%"
"12/31/2021","264,500.00","264,500.00","267,000.00","262,000.00","","2.72%"
"12/30/2021","257,500.00","257,500.00","260,000.00","255,000.00","","1.98%"
"12/29/2021","252,500.00","252,500.00","255,000.00","250,000.00","","0.80%"
"12/28/2021","250,500.00","250,500.00","253,000.00","248,000.00","","2.87%"
"12/27/2021","243,500.00","243,500.00","246,000.00","241,000.00","","2.96%"
"12/24/2021","236,500.00","236,500.00","239,000.00","234,000.00","","2.60%"
"12/23/2021","230,500.00","230,500.00","233,000.00","228,000.00","","2.67%"
"12/22/2021","224,500.00","224,500.00","227,000.00","222,000.00","","0.00%"
"12/21/2021","224,500.00","224,500.00","227,000.00","222,000.00","","1.35%"
"12/20/2021","221,500.00","221,500.00","224,000.00","219,000.00","","2.78%"
"12/17/2021","215,500.00","215,500.00","218,000.00","213,000.00","","2.38%"
"12/16/2021","210,500.00","210,500.00","213,000.00","208,000.00","","0.48%"
"12/15/2021","209,500.00","209,500.00","212,000.00","207,000.00","","0.96%"
"12/14/2021","207,500.00","207,500.00","210,000.00","205,000.00","","0.00%"
"12/13/2021","207,500.00","207,500.00","210,000.00","205,000.00","","2.47%"
"12/10/2021","202,500.00","202,500.00","205,000.00","200,000.00","","2.02%"
"12/09/2021","198,500.00","198,500.00","201,000.00","196,000.00","","2.06%"
"12/08/2021","194,500.00","194,500.00","197,000.00","192,000.00","","2.10%"
"12/07/2021","190,500.00","190,500.00","193,000.00","188,000.00","","0.00%"
"12/06/2021","190,500.00","190,500.00","193,000.00","188,000.00","","0.00%"
"12/03/2021","190,500.00","190,500.00","193,000.00","188,000.00","","0.53%"
"12/02/2021","189,500.00","189,500.00","192,000.00","187,000.00","","1.07%"
"12/01/2021","187,500.00","187,500.00","190,000.00","185,000.00","","1.08%"
"11/30/2021","185,500.00","185,500.00","188,000.00","183,000.00","","0.00%"
"11/29/2021","185,500.00","185,500.00","188,000.00","183,000.00","","0.00%"
"11/26/2021","185,500.00","185,500.00","188,000.00","183,000.00","","0.00%"
"11/25/2021","185,500.00","185,500.00","188,000.00","183,000.00","","0.00%"
"11/24/2021","185,500.00","185,500.00","188,000.00","183,000.00","","0.00%"
"11/23/2021","185,500.00","185,500.00","188,000.00","183,000.00","","1.64%"
"11/22/2021","182,500.00","182,500.00","185,000.00","180,000.00","","1.11%"
"11/19/2021","180,500.00","180,500.00","183,000.00","178,000.00","","0.00%"
"11/18/2021","180,500.00","180,500.00","183,000.00","178,000.00","","0.00%"
"11/17/2021","180,500.00","180,500.00","183,000.00","178,000.00","","1.12%"
"11/16/2021","178,500.00","178,500.00","181,000.00","176,000.00","","0.00%"
"11/15/2021","178,500.00","178,500.00","181,000.00","176,000.00","","0.00%"
"11/12/2021","178,500.00","178,500.00","181,000.00","176,000.00","","0.00%"
"11/11/2021","178,500.00","178,500.00","181,000.00","176,000.00","","0.56%"
"11/10/2021","177,500.00","177,500.00","180,000.00","175,000.00","","1.14%"
"11/09/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"11/08/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"11/05/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"11/04/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"11/03/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"11/02/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"11/01/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"10/29/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"10/28/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"10/27/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"10/26/2021","175,500.00","175,500.00","178,000.00","173,000.00","","0.00%"
"10/25/2021","175,500.00","175,500.00","178,000.00","173,000.00","","1.74%"
"10/22/2021","172,500.00","172,500.00","175,000.00","170,000.00","","-1.15%"
"10/21/2021","174,500.00","174,500.00","177,000.00","172,000.00","","0.87%"
"10/20/2021","173,000.00","173,000.00","174,000.00","172,000.00","","0.00%"
"10/19/2021","173,000.00","173,000.00","174,000.00","172,000.00","","0.00%"
"10/18/2021","173,000.00","173,000.00","174,000.00","172,000.00","","0.00%"
"10/15/2021","173,000.00","173,000.00","174,000.00","172,000.00","","0.00%"
"10/14/2021","173,000.00","173,000.00","174,000.00","172,000.00","","0.00%"
"10/13/2021","173,000.00","173,000.00","174,000.00","172,000.00","","0.00%"
"10/12/2021","173,000.00","173,000.00","174,000.00","172,000.00","","0.00%"
"10/11/2021","173,000.00","173,000.00","174,000.00","172,000.00","","1.17%"
"09/29/2021","171,000.00","171,000.00","172,000.00","170,000.00","","1.18%"
"09/28/2021","169,000.00","169,000.00","170,000.00","168,000.00","","1.81%"
"09/27/2021","166,000.00","166,000.00","167,000.00","165,000.00","","3.75%"
"09/24/2021","160,000.00","160,000.00","161,000.00","159,000.00","","1.91%"
"09/23/2021","157,000.00","157,000.00","158,000.00","156,000.00","","1.95%"
"09/22/2021","154,000.00","154,000.00","155,000.00","153,000.00","","4.05%"
"09/17/2021","148,000.00","148,000.00","149,000.00","147,000.00","","2.07%"
"09/16/2021","145,000.00","145,000.00","146,000.00","144,000.00","","2.11%"
"09/15/2021","142,000.00","142,000.00","143,000.00","141,000.00","","2.16%"
"09/14/2021","139,000.00","139,000.00","140,000.00","138,000.00","","1.46%"
"09/13/2021","137,000.00","137,000.00","138,000.00","136,000.00","","2.24%"
"09/10/2021","134,000.00","134,000.00","135,000.00","133,000.00","","2.29%"
"09/09/2021","131,000.00","131,000.00","132,000.00","130,000.00","","2.34%"
"09/08/2021","128,000.00","128,000.00","129,000.00","127,000.00","","2.40%"
"09/07/2021","125,000.00","125,000.00","126,000.00","124,000.00","","2.46%"
"09/06/2021","122,000.00","122,000.00","123,000.00","121,000.00","","1.67%"
"09/03/2021","120,000.00","120,000.00","121,000.00","119,000.00","","1.69%"
"09/02/2021","118,000.00","118,000.00","119,000.00","117,000.00","","2.61%"
"09/01/2021","115,000.00","115,000.00","116,000.00","114,000.00","","2.68%"
"08/31/2021","112,000.00","112,000.00","113,000.00","111,000.00","","1.82%"
"08/30/2021","110,000.00","110,000.00","111,000.00","109,000.00","","1.85%"
"08/27/2021","108,000.00","108,000.00","109,000.00","107,000.00","","0.93%"
"08/26/2021","107,000.00","107,000.00","108,000.00","106,000.00","","0.94%"
"08/25/2021","106,000.00","106,000.00","107,000.00","105,000.00","","1.92%"
"08/24/2021","104,000.00","104,000.00","105,000.00","103,000.00","","1.96%"
"08/23/2021","102,000.00","102,000.00","103,000.00","101,000.00","","2.00%"
"08/20/2021","100,000.00","100,000.00","101,000.00","99,000.00","","0.00%"
"08/19/2021","100,000.00","100,000.00","101,000.00","99,000.00","","0.00%"
"08/18/2021","100,000.00","100,000.00","101,000.00","99,000.00","","2.04%"
"08/17/2021","98,000.00","98,000.00","99,000.00","97,000.00","","2.08%"
"08/16/2021","96,000.00","96,000.00","97,000.00","95,000.00","","2.13%"
"08/13/2021","94,000.00","94,000.00","95,000.00","93,000.00","","1.08%"
"08/12/2021","93,000.00","93,000.00","94,000.00","92,000.00","","1.09%"
"08/11/2021","92,000.00","92,000.00","93,000.00","91,000.00","","1.10%"
"08/10/2021","91,000.00","91,000.00","92,000.00","90,000.00","","2.25%"
"08/09/2021","89,000.00","89,000.00","90,000.00","88,000.00","","2.30%"
"08/06/2021","87,000.00","87,000.00","88,000.00","86,000.00","","0.00%"
"08/05/2021","87,000.00","87,000.00","88,000.00","86,000.00","","0.00%"
"08/04/2021","87,000.00","87,000.00","88,000.00","86,000.00","","0.00%"
"08/03/2021","87,000.00","87,000.00","88,000.00","86,000.00","","2.35%"
"08/02/2021","85,000.00","85,000.00","86,000.00","84,000.00","","0.00%"
"07/30/2021","85,000.00","85,000.00","86,000.00","84,000.00","","1.19%"
"07/29/2021","84,000.00","84,000.00","85,000.00","83,000.00","","1.20%"
"07/28/2021","83,000.00","83,000.00","84,000.00","82,000.00","","1.22%"
"07/27/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"07/26/2021","82,000.00","82,000.00","83,000.00","81,000.00","","2.50%"
"07/23/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/22/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/21/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/20/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/19/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/16/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/15/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/14/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/13/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/12/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/09/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/08/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/07/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/06/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/05/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/02/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"07/01/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"06/30/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"06/29/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"06/28/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"06/25/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"06/24/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"06/23/2021","80,000.00","80,000.00","81,000.00","79,000.00","","-1.23%"
"06/22/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/21/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/18/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/17/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/16/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/15/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/11/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/10/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/09/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/08/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/07/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/04/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/03/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/02/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"06/01/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"05/31/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"05/28/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"05/27/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"05/26/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"05/25/2021","81,000.00","81,000.00","82,000.00","80,000.00","","0.00%"
"05/24/2021","81,000.00","81,000.00","82,000.00","80,000.00","","-0.61%"
"05/21/2021","81,500.00","81,500.00","82,500.00","80,500.00","","0.00%"
"05/20/2021","81,500.00","81,500.00","82,500.00","80,500.00","","0.00%"
"05/19/2021","81,500.00","81,500.00","82,500.00","80,500.00","","0.00%"
"05/18/2021","81,500.00","81,500.00","82,500.00","80,500.00","","-0.61%"
"05/17/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"05/14/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"05/13/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"05/12/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"05/11/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"05/10/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"05/07/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"05/06/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/30/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/29/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/28/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/27/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/26/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/23/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/22/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/21/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/20/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/19/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/16/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/15/2021","82,000.00","82,000.00","83,000.00","81,000.00","","0.00%"
"04/14/2021","82,000.00","82,000.00","83,000.00","81,000.00","","-1.20%"
"04/13/2021","83,000.00","83,000.00","84,000.00","82,000.00","","0.00%"
"04/12/2021","83,000.00","83,000.00","84,000.00","82,000.00","","0.00%"
"04/09/2021","83,000.00","83,000.00","84,000.00","82,000.00","","0.00%"
"04/08/2021","83,000.00","83,000.00","84,000.00","82,000.00","","-1.19%"
"04/07/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"04/06/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"04/02/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"04/01/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"03/31/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"03/30/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"03/29/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"03/26/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"03/25/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"03/24/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"03/23/2021","84,000.00","84,000.00","85,000.00","83,000.00","","0.00%"
"03/22/2021","84,000.00","84,000.00","85,000.00","83,000.00","","1.20%"
"03/19/2021","83,000.00","83,000.00","84,000.00","82,000.00","","1.22%"
"03/18/2021","82,000.00","82,000.00","83,000.00","81,000.00","","2.50%"
"03/17/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/16/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/15/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/12/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/11/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/10/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/09/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/08/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/05/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.00%"
"03/04/2021","80,000.00","80,000.00","81,000.00","79,000.00","","0.63%"
"03/03/2021","79,500.00","79,500.00","80,500.00","78,500.00","","2.58%"
"03/02/2021","77,500.00","77,500.00","78,500.00","76,500.00","","0.00%"
"03/01/2021","77,500.00","77,500.00","78,500.00","76,500.00","","0.65%"
"02/26/2021","77,000.00","77,000.00","78,000.00","76,000.00","","1.32%"
"02/25/2021","76,000.00","76,000.00","77,000.00","75,000.00","","2.70%"
"02/24/2021","74,000.00","74,000.00","75,000.00","73,000.00","","2.78%"
"02/23/2021","72,000.00","72,000.00","73,000.00","71,000.00","","2.86%"
"02/22/2021","70,000.00","70,000.00","71,000.00","69,000.00","","2.19%"
"02/05/2021","68,500.00","68,500.00","69,500.00","67,500.00","","0.00%"
"02/04/2021","68,500.00","68,500.00","69,500.00","67,500.00","","0.00%"
"02/03/2021","68,500.00","68,500.00","69,500.00","67,500.00","","0.00%"
"02/02/2021","68,500.00","68,500.00","69,500.00","67,500.00","","0.00%"
"02/01/2021","68,500.00","68,500.00","69,500.00","67,500.00","","0.74%"
"01/29/2021","68,000.00","68,000.00","69,000.00","67,000.00","","0.74%"
"01/28/2021","67,500.00","67,500.00","68,500.00","66,500.00","","0.00%"
"01/27/2021","67,500.00","67,500.00","68,500.00","66,500.00","","2.27%"
"01/26/2021","66,000.00","66,000.00","67,000.00","65,000.00","","2.33%"
"01/25/2021","64,500.00","64,500.00","65,500.00","63,500.00","","2.38%"
"01/22/2021","63,000.00","63,000.00","64,000.00","62,000.00","","2.44%"
"01/21/2021","61,500.00","61,500.00","62,500.00","60,500.00","","0.00%"
"01/20/2021","61,500.00","61,500.00","62,500.00","60,500.00","","2.50%"
"01/19/2021","60,000.00","60,000.00","61,000.00","59,000.00","","2.56%"
"01/18/2021","58,500.00","58,500.00","59,500.00","57,500.00","","2.63%"
"01/15/2021","57,000.00","57,000.00","58,000.00","56,000.00","","1.79%"
"01/14/2021","56,000.00","56,000.00","57,000.00","55,000.00","","1.82%"
"01/13/2021","55,000.00","55,000.00","56,000.00","54,000.00","","0.00%"
"01/12/2021","55,000.00","55,000.00","56,000.00","54,000.00","","1.85%"
"01/11/2021","54,000.00","54,000.00","55,000.00","53,000.00","","2.86%"
"01/08/2021","52,500.00","52,500.00","53,500.00","51,500.00","","1.94%"
"01/07/2021","51,500.00","51,500.00","52,500.00","50,500.00","","1.98%"
"01/06/2021","50,500.00","50,500.00","51,500.00","49,500.00","","2.02%"
"01/05/2021","49,500.00","49,500.00","50,500.00","48,500.00","","2.06%"
"01/04/2021","48,500.00","48,500.00","49,500.00","47,500.00","","0.00%"
"12/31/2020","48,500.00","48,500.00","49,500.00","47,500.00","","1.04%"
"12/30/2020","48,000.00","48,000.00","49,000.00","47,000.00","","0.00%"
"12/29/2020","48,000.00","48,000.00","49,000.00","47,000.00","","2.13%"
"12/28/2020","47,000.00","47,000.00","48,000.00","46,000.00","","2.17%"
"12/25/2020","46,000.00","46,000.00","47,000.00","45,000.00","","0.00%"
"12/24/2020","46,000.00","46,000.00","47,000.00","45,000.00","","1.10%"
"12/23/2020","45,500.00","45,500.00","46,500.00","44,500.00","","2.25%"
"12/22/2020","44,500.00","44,500.00","45,500.00","43,500.00","","1.14%"
"12/21/2020","44,000.00","44,000.00","45,000.00","43,000.00","","0.00%"
"12/18/2020","44,000.00","44,000.00","45,000.00","43,000.00","","0.00%"
"12/17/2020","44,000.00","44,000.00","45,000.00","43,000.00","","0.00%"
"12/16/2020","44,000.00","44,000.00","45,000.00","43,000.00","","0.00%"
"12/15/2020","44,000.00","44,000.00","45,000.00","43,000.00","","1.15%"
"12/14/2020","43,500.00","43,500.00","44,500.00","42,500.00","","1.16%"
"12/11/2020","43,000.00","43,000.00","44,000.00","42,000.00","","0.00%"
"12/10/2020","43,000.00","43,000.00","44,000.00","42,000.00","","2.38%"
"12/09/2020","42,000.00","42,000.00","43,000.00","41,000.00","","0.00%"
"12/08/2020","42,000.00","42,000.00","43,000.00","41,000.00","","0.00%"
