Date,Open,High,Low,Close,Adj Close,Volume
2015-03-02,250.600006,250.750000,250.600006,250.750000,181.337265,100
2015-03-03,247.850006,247.850006,247.199997,247.199997,178.769943,100
2015-03-04,243.449997,246.350006,243.449997,246.350006,178.155258,100
2015-03-05,246.350006,246.350006,246.350006,246.350006,178.155258,0
2015-03-06,247.699997,247.699997,247.699997,247.699997,179.131561,100
2015-03-09,247.699997,247.699997,247.699997,247.699997,179.131561,0
2015-03-10,243.449997,243.449997,243.250000,243.250000,175.913391,100
2015-03-11,251.000000,251.000000,251.000000,251.000000,181.518036,100
2015-03-12,251.199997,251.539993,251.199997,251.539993,181.908554,100
2015-03-13,251.050003,254.100006,251.050003,254.100006,183.759903,100
2015-03-16,259.750000,263.950012,259.750000,263.950012,190.883224,400
2015-03-17,262.500000,262.500000,262.500000,262.500000,189.834595,100
2015-03-18,255.649994,258.500000,255.649994,258.500000,186.941879,100
2015-03-19,256.299988,256.299988,254.050003,254.050003,183.723740,100
2015-03-20,254.050003,254.050003,254.050003,254.050003,183.723740,0
2015-03-23,254.770004,254.770004,254.770004,254.770004,184.244431,100
2015-03-24,254.770004,254.770004,254.770004,254.770004,184.244431,0
2015-03-25,259.600006,259.600006,256.380005,256.380005,185.408737,100
2015-03-26,256.000000,256.000000,254.949997,254.949997,184.374588,100
2015-03-27,256.850006,258.600006,256.850006,258.309998,186.804489,100
2015-03-30,259.049988,259.250000,259.049988,259.250000,187.484253,400
2015-03-31,259.000000,259.549988,258.850006,259.549988,187.701202,100
2015-04-01,256.000000,258.600006,256.000000,258.600006,187.014206,100
2015-04-02,258.000000,258.279999,258.000000,258.279999,186.782776,100
2015-04-06,261.649994,261.649994,261.609985,261.609985,189.190964,100
2015-04-07,259.250000,259.250000,257.149994,257.200012,186.001770,100
2015-04-08,258.549988,259.000000,258.549988,258.640015,187.043137,100
2015-04-09,259.000000,259.000000,259.000000,259.000000,187.303482,200
2015-04-10,259.000000,259.000000,259.000000,259.000000,187.303482,0
2015-04-13,256.350006,256.399994,255.350006,255.559998,184.815720,100
2015-04-14,255.949997,255.949997,252.750000,252.750000,182.783600,100
2015-04-15,250.649994,252.750000,250.649994,252.750000,182.783600,100
2015-04-16,251.800003,251.800003,251.500000,251.750000,182.060425,100
2015-04-17,250.600006,250.600006,246.949997,248.100006,179.420822,200
2015-04-20,246.550003,246.550003,245.699997,245.750000,177.721359,100
2015-04-21,245.750000,245.750000,245.750000,245.750000,177.721359,0
2015-04-22,242.949997,243.149994,242.800003,243.149994,175.841095,100
2015-04-23,243.800003,246.759995,243.800003,246.759995,178.451752,100
2015-04-24,250.050003,250.050003,250.050003,250.050003,180.831024,100
2015-04-27,260.700012,264.049988,260.700012,264.049988,190.955521,100
2015-04-28,262.399994,262.549988,260.500000,260.500000,188.388229,200
2015-04-29,255.250000,256.250000,255.250000,256.250000,185.314743,200
2015-04-30,255.300003,255.300003,254.000000,255.199997,184.555389,100
2015-05-01,255.199997,255.199997,255.199997,255.199997,184.555389,0
2015-05-04,251.289993,251.289993,251.289993,251.289993,181.727737,100
2015-05-05,255.639999,255.639999,253.949997,254.600006,184.121490,100
2015-05-06,254.600006,254.600006,254.600006,254.600006,188.087875,0
2015-05-07,254.600006,254.600006,254.600006,254.600006,188.087875,0
2015-05-08,249.070007,250.750000,249.050003,250.750000,185.243652,100
2015-05-11,249.070007,252.000000,249.070007,251.949997,186.130173,100
2015-05-12,248.839996,248.839996,247.110001,247.110001,182.554596,100
